Site,Paper_ID,Latitude,Longitude,Elevation,Tmax01,Tmax02,Tmax03,Tmax04,Tmax05,Tmax06,Tmax07,Tmax08,Tmax09,Tmax10,Tmax11,Tmax12,Tmin01,Tmin02,Tmin03,Tmin04,Tmin05,Tmin06,Tmin07,Tmin08,Tmin09,Tmin10,Tmin11,Tmin12,Tave01,Tave02,Tave03,Tave04,Tave05,Tave06,Tave07,Tave08,Tave09,Tave10,Tave11,Tave12,PPT01,PPT02,PPT03,PPT04,PPT05,PPT06,PPT07,PPT08,PPT09,PPT10,PPT11,PPT12,Rad01,Rad02,Rad03,Rad04,Rad05,Rad06,Rad07,Rad08,Rad09,Rad10,Rad11,Rad12,DD_0_01,DD_0_02,DD_0_03,DD_0_04,DD_0_05,DD_0_06,DD_0_07,DD_0_08,DD_0_09,DD_0_10,DD_0_11,DD_0_12,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,DD_18_01,DD_18_02,DD_18_03,DD_18_04,DD_18_05,DD_18_06,DD_18_07,DD_18_08,DD_18_09,DD_18_10,DD_18_11,DD_18_12,DD18_01,DD18_02,DD18_03,DD18_04,DD18_05,DD18_06,DD18_07,DD18_08,DD18_09,DD18_10,DD18_11,DD18_12,NFFD01,NFFD02,NFFD03,NFFD04,NFFD05,NFFD06,NFFD07,NFFD08,NFFD09,NFFD10,NFFD11,NFFD12,PAS01,PAS02,PAS03,PAS04,PAS05,PAS06,PAS07,PAS08,PAS09,PAS10,PAS11,PAS12,Eref01,Eref02,Eref03,Eref04,Eref05,Eref06,Eref07,Eref08,Eref09,Eref10,Eref11,Eref12,CMD01,CMD02,CMD03,CMD04,CMD05,CMD06,CMD07,CMD08,CMD09,CMD10,CMD11,CMD12,RH01,RH02,RH03,RH04,RH05,RH06,RH07,RH08,RH09,RH10,RH11,RH12,CMI01,CMI02,CMI03,CMI04,CMI05,CMI06,CMI07,CMI08,CMI09,CMI10,CMI11,CMI12
Wawona,5,37.53822,-119.6514,1208,14.5,12.5,11.8,17.6,21.1,27.8,32.5,30.9,28.8,21.1,17.4,10.9,2.8,-0.3,0.8,4.1,7.7,11.5,16.4,14.7,11.6,6.4,3.9,1,8.7,6.1,6.3,10.8,14.4,19.7,24.4,22.8,20.2,13.7,10.7,6,133,57,411,116,28,1,5,1,2,32,198,115,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7,13,12,1,0,0,0,0,0,0,2,14,126,64,73,176,294,440,601,551,455,272,172,66,294,329,366,220,128,24,2,5,25,147,220,370,0,0,0,0,10,76,201,151,90,6,0,0,23,13,17,25,30,30,31,31,30,29,24,18,1,1,11,1,0,0,0,0,0,0,1,2,41,46,62,99,129,168,189,166,128,78,49,40,0,0,0,0,102,167,185,165,126,46,0,8,62,59,64,58,59,53,55,54,51,56,58,58,7.82,1.56,37.32,3.86,-6.72,-14.75,-18.45,-17.41,-15.66,-6.59,12.11,8.11
Redwood Creek,4,36.68952,-118.9096,1677,12.5,9.5,9.5,14.3,17.6,24.6,29,28,25.5,18.2,14.4,8.1,1.4,-2.7,-0.7,2.6,6.4,10.3,15.4,13.7,10.7,5.4,2.8,-1.7,6.9,3.4,4.4,8.5,12,17.4,22.2,20.8,18.1,11.8,8.6,3.2,122,45,337,113,20,1,6,1,8,65,198,60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12,26,20,3,0,0,0,0,0,1,4,29,88,30,44,118,218,372,533,490,393,213,123,29,347,404,425,287,195,53,5,12,48,198,283,456,0,0,0,0,2,37,132,100,51,0,0,0,19,7,13,22,29,30,31,31,30,28,22,10,2,4,27,2,0,0,0,0,0,0,3,4,39,41,56,86,110,148,166,149,114,70,43,38,0,0,0,0,89,147,160,148,106,5,0,29,64,58,65,62,65,58,61,59,57,60,63,60,7.77,1.79,30.94,5.57,-5.5,-12.23,-14.84,-14.77,-12.4,-1.72,14.05,3.81
North Fork Middle Fork Tule,3,36.20081,-118.6509,1284,14.2,11.7,11.5,17.8,21.1,27.9,32.3,31.3,28.5,21.2,16.4,9.8,5.7,1.7,3.8,6.8,9.4,13.3,19,17,14.4,9,6.7,2.6,10,6.7,7.7,12.3,15.2,20.6,25.6,24.1,21.5,15.1,11.5,6.2,116,28,308,79,4,0,4,1,7,33,165,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,11,8,1,0,0,0,0,0,0,1,14,160,76,104,218,320,468,638,592,493,314,195,71,253,312,322,181,105,17,1,2,17,110,198,365,2,0,0,4,17,94,237,191,120,15,2,0,29,18,26,29,31,30,31,31,30,31,28,22,1,0,3,0,0,0,0,0,0,0,1,1,39,44,57,96,125,164,179,163,123,77,45,39,0,16,0,17,121,163,175,163,116,44,0,39,72,67,74,65,64,58,62,59,59,63,69,67,6.22,-0.98,27.15,0.61,-8.62,-14.34,-17.12,-17.07,-13.98,-5.88,10.07,3
South Fork Middle Fork Tule,58,36.13756,-118.5741,1664,13,10.4,10.3,15.4,18.3,25,29.3,28.3,25.5,18.5,14.9,8.7,2.2,-1.9,0.1,3.2,5.9,10.1,15.5,13.9,10.9,5.6,3.3,-0.9,7.6,4.2,5.2,9.3,12.1,17.5,22.4,21.1,18.2,12.1,9.1,3.9,131,28,318,79,4,1,5,1,9,30,185,71,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10,21,16,2,0,0,0,0,0,1,3,25,102,39,56,138,226,376,539,498,395,222,135,36,327,381,400,262,191,52,5,10,47,191,268,434,0,0,0,0,2,39,138,106,52,0,0,0,21,9,15,23,29,30,31,31,30,28,23,13,2,2,16,1,0,0,0,0,0,0,3,4,40,44,59,91,117,152,169,152,115,72,45,40,0,16,0,12,112,152,164,151,106,43,0,40,65,58,66,61,61,56,60,58,57,60,63,60,8.34,-0.36,28.65,1.36,-7.78,-12.8,-15.35,-15.16,-12.23,-5.46,12.38,4.68
West Fork Mojave River,2,34.28425,-117.3754,1087,16.9,15.7,15.6,21.7,23.2,30,34,32.1,29.8,21.1,18.6,13.7,5.7,3.3,4.6,7.4,8.7,12.5,18.7,17.6,15.3,10.7,7.1,4.1,11.3,9.5,10.1,14.6,15.9,21.3,26.3,24.8,22.5,15.9,12.8,8.9,143,82,138,5,26,3,6,2,1,73,67,142,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4,5,4,0,0,0,0,0,0,0,1,6,193,134,163,284,340,488,660,613,524,338,232,131,209,234,248,120,89,13,1,2,12,91,165,280,4,0,0,13,21,105,259,212,145,20,6,0,29,22,27,29,30,30,31,31,30,31,29,26,0,0,0,0,0,0,0,0,0,0,0,1,51,58,77,120,144,184,197,170,133,77,55,49,0,0,0,115,118,181,191,169,131,4,0,47,64,61,65,57,57,51,58,59,59,68,64,62,7.46,1.79,7.59,-9.44,-8.19,-16.66,-19.13,-17.36,-15.39,-1.14,-0.84,9.32
Mill Creek,12,34.07808,-116.8756,1992,11.1,9,9.2,15.9,16.9,23.8,26.9,25.4,23.6,15.7,12.2,7.7,-0.8,-3.9,-2.2,1.1,3.1,7.7,14,12.5,9.4,4,0.1,-3,5.1,2.5,3.5,8.5,10,15.8,20.5,19,16.5,9.9,6.2,2.4,186,63,138,3,31,2,24,3,1,144,89,199,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19,33,26,3,0,0,0,0,0,1,9,37,57,24,35,119,162,322,479,433,344,162,72,22,402,429,452,286,249,87,12,27,76,253,355,482,0,0,0,0,0,19,89,58,30,0,0,0,13,5,9,18,24,29,31,31,29,25,15,7,7,8,18,0,1,0,0,0,0,1,4,19,42,44,61,99,116,152,157,139,112,67,45,40,0,0,0,97,86,151,133,136,111,0,0,38,60,55,61,54,57,52,62,62,58,63,60,57,14.92,3.87,11.14,-6.77,-5.07,-12.72,-11.59,-12.66,-12.01,7.33,4.54,17.82
Whitewater Canyon,17,33.99329,-116.6627,696,20.2,18.3,19.5,26.8,28.5,35,38.1,36.7,34.8,25.5,21.9,16.7,8.9,6.1,8,11.1,12.4,16.1,22.3,21.6,19,13.8,9.6,6.8,14.5,12.2,13.8,19,20.4,25.5,30.2,29.1,26.9,19.7,15.7,11.8,70,15,44,1,4,0,13,2,1,39,16,69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2,1,0,0,0,0,0,0,0,0,3,291,198,268,414,475,615,778,746,654,453,319,206,125,168,145,38,23,2,0,0,3,31,93,199,16,4,11,61,90,228,377,345,267,77,24,5,31,27,31,30,31,30,31,31,30,31,30,31,0,0,0,0,0,0,0,0,0,0,0,0,58,64,90,144,173,213,219,193,154,91,63,55,0,49,47,143,169,212,206,191,154,53,48,54,65,62,64,54,54,49,57,59,57,65,62,63,-0.93,-5.89,-3.32,-13.01,-14.09,-21.65,-22.49,-21.62,-19.98,-6.95,-7.5,0.78
Sweetwater River,1,32.89913,-116.5865,1386,15.3,13.1,14,19.1,20,27.1,31.5,30.6,28.4,20.7,16.9,12.6,4.2,1.3,3,5.2,6.4,10.5,16.6,16.3,12.4,8,4.6,2.4,9.7,7.2,8.5,12.1,13.2,18.8,24.1,23.4,20.4,14.4,10.8,7.5,107,31,68,11,9,2,4,6,4,42,87,184,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5,10,6,1,0,0,0,0,0,0,2,9,155,86,124,213,258,413,590,571,462,293,176,99,261,298,296,186,161,33,2,3,24,128,218,323,2,0,0,3,5,60,189,170,96,10,1,0,26,17,24,27,29,30,31,31,30,30,26,22,1,0,0,0,0,0,0,0,0,0,1,2,51,54,75,111,130,169,186,166,135,84,56,50,0,22,7,101,121,167,182,160,131,43,0,36,64,62,64,57,58,52,58,60,54,61,61,59,4.4,-1.52,1.52,-7.61,-8.23,-14.41,-17.4,-16,-15.1,-5.07,1.42,13.99
Kitchen Creek,15,32.75206,-116.4522,1173,17,14.9,15.9,20.8,21.9,29,33.2,32.2,29.8,22.2,18.4,14.5,4.1,0.9,2.6,4.1,4.8,8.3,14.6,14.9,11,7.1,3.7,2.1,10.5,7.9,9.3,12.4,13.4,18.6,23.9,23.5,20.4,14.7,11.1,8.3,73,25,44,10,6,2,2,8,4,23,58,139,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4,8,5,1,0,0,0,0,0,0,2,8,174,99,142,221,263,408,584,574,462,301,180,116,236,278,273,179,157,36,2,3,24,121,209,299,3,0,0,4,5,57,183,173,96,11,1,0,26,16,23,25,27,30,31,31,30,30,24,21,0,0,0,0,0,0,0,0,0,0,0,1,56,61,85,123,146,189,207,183,147,93,62,55,0,36,41,114,140,187,205,176,144,70,4,42,59,55,58,50,49,43,49,52,47,55,55,54,-0.01,-3.28,-2.16,-9.03,-10.14,-16.99,-20.46,-18.32,-17.05,-8.17,-2.52,8.45
Hauser Creek,14,32.65822,-116.5323,788,19.5,17.6,18.3,23,24,30.9,35.2,34.3,31.7,24.6,20.8,17,5.3,1.8,3.8,5.1,6.2,9.3,15.2,15.5,12,8.2,4.7,2.8,12.4,9.7,11.1,14.1,15.1,20.1,25.2,24.9,21.8,16.4,12.7,9.9,56,19,29,6,3,1,2,7,3,11,43,97,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3,5,3,0,0,0,0,0,0,0,1,5,224,138,189,270,314,452,625,614,504,354,229,157,182,228,216,133,110,21,1,2,15,80,167,249,7,0,2,10,14,84,224,214,129,24,5,2,28,18,26,27,29,30,31,31,30,30,26,23,0,0,0,0,0,0,0,0,0,0,0,0,63,69,95,135,158,200,222,197,157,103,69,62,7,50,66,129,155,200,220,191,154,92,26,52,56,52,55,48,48,41,47,49,46,52,51,50,-2.83,-5.74,-4.96,-10.63,-11.5,-18.48,-22.46,-20.43,-18.5,-10.87,-5.22,2.55
